"""Timestamp""","Timestamp","rainfall_in_mm","rain_station"
"Timestamp","Jan 2022",18,"RBGE"
"Timestamp","Feb 2022",95.6,"RBGE"
"Timestamp","Mar 2022",24.8,"RBGE"
"Timestamp","Apr 2022",26,"RBGE"
"Timestamp","May 2022",30.8,"RBGE"
"Timestamp","Jun 2022",22.6,"RBGE"
"Timestamp","Jul 2022",28,"RBGE"
"Timestamp","Aug 2022",60.6,"RBGE"
"Timestamp","Sep 2022",75,"RBGE"
"Timestamp","Oct 2022",82.2,"RBGE"
"Timestamp","Nov 2022",98,"RBGE"
"Timestamp","Dec 2022",81.8,"RBGE"
"Timestamp","Jan 2023",35.4,"RBGE"
"Timestamp","Feb 2023",32,"RBGE"
"Timestamp","Mar 2023",69.8,"RBGE"
"Timestamp","Apr 2023",31.4,"RBGE"
"Timestamp","May 2023",27.8,"RBGE"
"Timestamp","Jun 2023",69.2,"RBGE"
"Timestamp","Jul 2023",97.4,"RBGE"
"Timestamp","Aug 2023",35.2,"RBGE"
"Timestamp","Sep 2023",83.4,"RBGE"
"Timestamp","Oct 2023",122,"RBGE"
"Timestamp","Nov 2023",60.8,"RBGE"
"Timestamp","Dec 2023",98.2,"RBGE"
"Timestamp","Jan 2024",55.4,"RBGE"
"Timestamp","Feb 2024",44.8,"RBGE"
"Timestamp","Mar 2024",84,"RBGE"
"Timestamp","Apr 2024",82.8,"RBGE"
"Timestamp","May 2024",153,"RBGE"
"Timestamp","Jun 2024",52.8,"RBGE"
"Timestamp","Jul 2024",47.2,"RBGE"
"Timestamp","Aug 2024",52.6,"RBGE"
"Timestamp","Sep 2024",44.6,"RBGE"
"Timestamp","Oct 2024",54.4,"RBGE"
"Timestamp","Nov 2024",23.8,"RBGE"
"Timestamp","Dec 2024",60.4,"RBGE"
"Timestamp","Jan 2025",47.2,"RBGE"
"Timestamp","Feb 2025",30.2,"RBGE"
"Timestamp","Mar 2025",22,"RBGE"
"Timestamp","Apr 2025",0,"RBGE"
"Timestamp",NA,62.5214776632302,"Edinburgh_avg"
